唯一編碼,物業地址,全幢or大手,地盤面積,成交價,成交價(億港元),現樓面面積,現樓面呎價,可建樓面面積,重建呎價,地區,分類,入伙日期,照片,房間數目及每間售價,賣家,買家,資料來源,新聞連結,資料日期,備註,Date,地區_18區,數據年份,longitude_lands,latitude_lands,easting_lands,northing_lands
2019J013,金馬倫道6A號全幢（6A Cameron Road）,全幢,"1,000平方呎",2.98億港元,2.98,"3,800平方呎","78,421港元/平方呎","12,000平方呎","24,833港元/平方呎",尖沙咀,1960年及之前入伙舊樓,21/8/1953,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019J013.jpg,,凱施餅店蕭偉堅,永倫集團,市場消息,https://paper.hket.com/article/2474972/%E6%B0%B8%E5%80%AB3%E5%84%84%20%E8%B3%BC%E5%B0%96%E6%B2%99%E5%92%80%E9%87%91%E9%A6%AC%E5%80%AB%E9%81%93%E8%88%8A%E6%A8%93,2019-10-16,,16/10/2019,油尖旺區,2019,114.1729,22.2986,835853.4,817742.5
2024R024,廟街156至158號全幢（156-158 Temple Street）,全幢,,0.63億港元,0.63,"8,452平方呎","7,395港元/平方呎",,,佐敦,商住,18/2/1963,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024R024.jpg,,鄧成波家族,,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/1030188/%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F%E5%BB%9F%E8%A1%97%E7%89%A9%E6%A5%AD%E6%94%BE%E7%9B%A4%E4%B8%8D%E8%B6%B31%E5%80%8B%E6%9C%88%E6%B2%BD-6250%E8%90%AC%E6%98%93%E6%89%8B-%E4%B8%83%E5%B9%B4%E8%9D%95%E8%BF%9134,2024-06-19,,19/6/2024,油尖旺區,2024,114.1703,22.3074,835593.1,818713.3
2024R026,荔枝角道66號全幢（66 Lai Chi Kok Road）,全幢,,0.31億港元,0.31,"4,000平方呎","7,750港元/平方呎",,,太子,商住,21/3/1973,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024R026.jpg,,鄧成波家族,,市場消息,https://www.stnn.cc/c/2024-07-04/3903454.shtml,2024-07-04,,4/7/2024,油尖旺區,2024,114.1665,22.3242,835201.9,820572.2
2024J001,砵蘭街46至52號全幢（46-52 Portland Street）,全幢,"4,147平方呎",2.35億港元,2.35,"23,761平方呎","9,890港元/平方呎",,,油麻地,1960年及之前入伙舊樓,5/10/1959,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024J001.jpg,,鄧成波家族,怡安集團,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/1034859/%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F2-35%E5%84%84%E6%B2%BD%E6%B2%B9%E9%BA%BB%E5%9C%B0%E7%A0%B5%E8%98%AD%E8%A1%97%E8%88%8A%E6%A8%93-%E6%96%99%E5%8B%81%E8%9D%95%E8%B6%85%E9%81%8E1%E5%84%84%E5%85%83,2024-07-04,,4/7/2024,油尖旺區,2024,114.1701,22.3133,835569.1,819366.5
2024J002,加拿分道37-39號全幢（37-39 Carnarvon Road）,全幢,"2,875平方呎",3.3億港元,3.3,"10,000平方呎","33,000港元/平方呎","34,500平方呎","9,565港元/平方呎",尖沙咀,1960年及之前入伙舊樓,23/2/1955,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024J002.jpg,,,,市場消息,https://hk.finance.yahoo.com/news/%E6%B8%AF%E6%A8%93-%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F%E5%8A%A0%E6%8B%BF%E8%8A%AC%E9%81%93%E5%85%A8%E5%B9%A2%E9%8A%80%E4%B8%BB%E7%9B%A4%E4%BB%A53-3%E5%84%84%E5%85%83%E6%98%93%E6%89%8B-062528564.html,2024-07-15,"1、銀主盤；
2、曾由鄧成波家族持有",15/7/2024,油尖旺區,2024,114.1738,22.2988,835953.5,817766.2
2024H003,漆咸道南117號珀薈酒店全幢（117 Chatham Road South）,全幢,"2,000平方呎",1.8億港元,1.8,"24,551平方呎","7,332港元/平方呎",,,尖沙咀,酒店,24/6/1989,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024H003.jpg,"房間數目: 63
每間售價:約$2,857,143",劉嘉偉,,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/1040706/%E5%B0%96%E6%B2%99%E5%92%80%E6%BC%86%E5%92%B8%E9%81%93%E5%8D%97%E7%8F%80%E8%96%88%E9%85%92%E5%BA%971-8%E5%84%84%E6%B2%BD-%E5%B9%B3%E5%9D%87%E6%AF%8F%E9%96%93%E5%AE%A2%E6%88%BF%E4%BD%9C%E5%83%B9286%E8%90%AC,2024-07-23,,23/7/2024,油尖旺區,2024,114.1763,22.3017,836211.1,818087.6
2024M005,高芳街31-41號葵芳匯地下至三樓（31-41 Ko Fong Street）,大手,,3.1億港元,3.1,"21,664平方呎","14,309港元/平方呎",,,葵涌,商場或商鋪或基座商鋪,22/10/1974,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024M005.jpg,,羅守輝,華潤隆地,市場消息,https://std.stheadline.com/realtime/article/1978415/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E8%8F%AF%E6%BD%A4%E9%9A%86%E5%9C%B0%E6%96%A53-1%E5%84%84%E8%B3%BC%E8%91%B5%E8%8A%B3%E5%8C%AF-%E5%91%8E%E5%83%B9%E7%B4%8414-309%E5%85%83,2024-01-30,,30/1/2024,葵青區,2024,114.1271,22.359,831143.8,824427.8
2022I004,永建路7至11號合豐貨倉全幢（7-11 Wing Kin Road）,全幢,"9,989平方呎",1.37億港元,1.37,"10,133平方呎","13,500港元/平方呎","94,885平方呎","1,442港元/平方呎",葵涌,工業,6/6/1972,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I004.jpg,,Chan Luen King & Hung Hing Keung & Others,安秀耀榮有限公司,市場消息,https://www1.hkej.com/dailynews/property/article/3048386/%E8%91%B5%E6%B6%8C%E5%90%88%E8%B1%90%E8%B2%A8%E5%80%891.37%E5%84%84%E8%B3%A3,2022-02-22,,22/2/2022,葵青區,2022,114.1192,22.3585,830324.8,824369.3
2022I012,貨櫃碼頭路43號集運中心全幢（43 Container Port Road）,全幢,"28,578平方呎",28.8億港元,28.8,"266,200平方呎","10,819港元/平方呎",,,葵涌,工業,10/2/1981,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I012.jpg,,羅守寧家族,The Asia Pacific Cities Fund（APCF）,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/756086/%E7%BE%8E%E8%B3%87%E5%9F%BA%E9%87%91nuveen%E6%96%A528-8%E5%84%84%E8%B3%BC%E8%91%B5%E6%B6%8C%E6%95%B8%E6%93%9A%E4%B8%AD%E5%BF%83-%E4%BB%8A%E5%B9%B4%E6%9C%80%E5%A4%A7%E9%A1%8D%E7%89%A9%E6%A5%AD%E8%B2%B7%E8%B3%A3,2022-04-06,,6/4/2022,葵青區,2022,114.1235,22.3521,830769.4,823663.8
2022I013,梨木道88號達利中心一籃子物業（88 Lei Muk Road）,大手,,2.64億港元,2.64,"72,341平方呎","3,649港元/平方呎",,,葵涌,工業,24/9/1992,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I013.jpg,,翠華控股,中國華潤,市場消息,https://orientaldaily.on.cc/content/%E7%94%A2%E7%B6%93/odn-20220419-0419_00204_043/%E7%BF%A0%E8%8F%AF2-6%E5%84%84%E6%B2%BD%E8%91%B5%E6%B6%8C%E4%B8%80%E7%B1%83%E5%AD%90%E7%89%A9%E6%A5%AD,2022-04-19,,19/4/2022,葵青區,2022,114.1377,22.3699,832229.2,825641.6
2022I021,永基路26至30號永昇工業大廈約90%業權（26-30 Wing Kei Road）,大手,"22,000平方呎",4.3億港元,4.3,"202,184平方呎","2,127港元/平方呎","209,000平方呎","2,057港元/平方呎",葵涌,工業,15/8/1979,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I021.jpg,,鄧成波家族,凱龍瑞集團,市場消息,https://std.stheadline.com/daily/article/2479077/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E5%87%B1%E9%BE%8D%E7%91%9E%E5%9F%BA%E9%87%914-3%E5%84%84%E8%B3%BC%E8%91%B5%E6%B6%8C%E5%B7%A5%E5%BB%88,2022-08-03,現狀呎價及重建呎價根據90%業權價值計算,3/8/2022,葵青區,2022,114.119,22.3598,830308.9,824522.7
2022I022,健康街15至23號葵涌泉基工業大廈 72.53%業權（15-23 Kin Hong Street）,大手,,3.8億港元,3.8,"168,000平方呎","2,262港元/平方呎",,,葵涌,工業,13/1/1977,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I022.jpg,,鄧成波家族,外資基金嘉民集團,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/805037/%E5%98%89%E6%B0%91%E9%9B%86%E5%9C%983-8%E5%84%84%E8%B3%BC%E8%91%B5%E6%B6%8C%E5%B7%A5%E5%BB%88%E4%B8%83%E6%88%90%E6%A5%AD%E6%AC%8A-%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F%E5%8B%81%E8%9D%95%E8%AE%931-9%E5%84%84,2022-08-17,現狀呎價根據72.53%業權價值計算,17/8/2022,葵青區,2022,114.1297,22.3701,831406.6,825656.7
2022I024,清甜街8-12號香港聯集貨運全幢連同33個車位（8-12 Tsing Tim Street）,全幢,"74,000平方呎",10.8億港元,10.8,"186,000平方呎",,,,青衣,工業,29/3/1988,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I024.jpg,,太古集團,新加坡基金GLP,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/819720/%E5%82%B3%E5%A4%AA%E5%8F%A4%E8%BF%9111%E5%84%84%E6%B2%BD%E9%9D%92%E8%A1%A3%E5%85%A8%E5%B9%A2%E5%B7%A5%E5%BB%88-%E6%96%B0%E5%8A%A0%E5%9D%A1%E5%9F%BA%E9%87%91%E6%89%BF%E6%8E%A5,2022-09-28,,28/9/2022,葵青區,2022,114.0922,22.3419,827541.8,822536.2
2022I025,葵德街15號葵德工業中心包括A號地廠及1樓全層，連66至70號車位，以及同廈2樓F、G、H、I、J室（15 Kwai Tak Street）,大手,,2.38億港元,2.38,"63,882平方呎",,,,葵涌,工業,2/11/1979,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022I025.jpg,,李德麟,億毅物流（香港）,EPRC及市場消息,https://www.midlandici.com.hk/ics/property/article/detail/36892,2022-10-06,,6/10/2022,葵青區,2022,114.1233,22.3537,830748,823846.2
2024M009,安足街7號安蔭商場連355個車位（7 On Chuk Street）,大手,,5億港元,5,"40,889平方呎",,,,葵涌,商場或商鋪或基座商鋪,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024M009.jpg,,陳秉志,蔡經陽,市場消息,https://std.stheadline.com/realtime/article/1999071/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E7%A3%81%E5%B8%B6%E5%A4%A7%E7%8E%8B-5%E5%84%84%E6%B2%BD%E8%91%B5%E6%B6%8C%E5%AE%89%E8%94%AD%E5%95%86%E5%A0%B4-2%E5%B9%B4%E8%9D%95%E8%AE%9311-%E6%9B%BE%E7%82%BA%E6%8F%90%E9%AB%98%E5%87%BA%E7%A7%9F%E7%8E%87%E7%BF%BB%E6%96%B0%E8%A1%97%E5%B8%82,2024-05-16,,16/5/2024,葵青區,2024,114.1417,22.3712,832648.6,825776.1
2021I007,葵喜街18-24號佳宝集團中心全幢（18-24 Kwai Hei Street）,全幢,,14.35億港元,14.35,"291,699平方呎","4,919港元/平方呎",,,葵涌,工業,15/10/1979,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I007.jpg,,佳寶集團,外資基金安祖高頓或有關人士,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/614960/%E4%BD%B3%E5%AF%B6%E6%9E%97%E6%9B%89%E6%AF%8514-35%E5%84%84%E6%B2%BD%E5%87%BA%E8%91%B5%E6%B6%8C%E7%B8%BD%E9%83%A8%E5%A4%A7%E6%A8%93-%E5%A4%A7%E8%B3%BA%E8%BF%9111%E5%84%84,2021-04-21,,21/4/2021,葵青區,2021,114.1227,22.3575,830691.7,824263.2
2021I009,梨木道73號海暉中心40個工廈單位連車位（30%業權）（73 Lei Muk Road）,大手,,2.17億港元,2.17,"53,995平方呎",,,,葵涌,工業,17/7/1996,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I009.jpg,,羅氏地產,匯城集團何智勇,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/615272/%E7%BE%85%E6%B0%8F%E9%9B%86%E5%9C%98%E5%86%8D%E6%B2%BD%E8%B2%A8-%E4%BD%9C%E5%83%B92-17%E5%84%84%E8%B3%A3%E8%91%B5%E6%B6%8C%E5%B7%A5%E5%BB%88%E4%B8%80%E7%B1%83%E5%AD%90%E7%89%A9%E6%A5%AD,2021-04-21,,21/4/2021,葵青區,2021,114.1367,22.3698,832128.1,825629.6
2021I011,永業街11至15號光輝凍倉全幢（11-15 Wing Yip Street）,全幢,,18億港元,18,"293,850平方呎","6,126港元/平方呎",,,葵涌,工業,23/3/1978,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I011.jpg,,鄧成波家族,外資基金ESR,市場消息,https://www.midlandici.com.hk/ics/property/article/detail/31959,2021-05-07,,7/5/2021,葵青區,2021,114.1336,22.3605,831808.4,824593.1
2021I014,華星街13-17號南華冷房大廈地下、1樓、2樓B室及4個車位（43%業權）（13-17 Wah Sing Street）,大手,,2億港元,2,"22,513平方呎",,,,葵涌,工業,21/11/1969,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I014.jpg,,立達企業有限公司,騰翠有限公司(金朝陽有關人士),市場消息,https://www1.hkej.com/dailynews/investment/article/2846831,2021-07-07,,7/7/2021,葵青區,2021,114.1346,22.364,831917.4,824980.8
2021I016,打磚坪街57-61號中央工業大廈全幢（57-61 Ta Chuen Ping Street）,全幢,"24,337平方呎",9億港元,9,"173,297平方呎","5,193港元/平方呎","275,900平方呎","3,262港元/平方呎",葵涌,工業,4/11/1970,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I016.jpg,,鄧成波家族,萬國數據,市場消息,https://std.stheadline.com/daily/article/2379685/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E8%BF%91%E6%9C%88%E9%A0%BB%E9%A0%BB%E6%B2%BD%E8%B2%A8-%E8%91%B5%E6%B6%8C%E4%B8%AD%E5%A4%AE%E5%B7%A5%E5%BB%88%E4%B9%9D%E5%84%84%E5%94%AE,2021-07-28,,28/7/2021,葵青區,2021,114.1362,22.3681,832083.2,825437.8
2021I020,永建路1號厚豐工業大廈物業地下至4樓、15、16樓等，連同一批車位（1 Wing Kin Road）,大手,,2.86億港元,2.86,"145,000平方呎",,,,葵涌,工業,11/2/1983,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I020.jpg,,百麗集團,外資基金嘉民集團,市場消息,https://paper.hket.com/article/3034173/%E5%98%89%E6%B0%912.86%E5%84%84%20%E8%B3%BC%E8%91%B5%E6%B6%8C%E5%8E%9A%E8%B1%90%E5%B7%A5%E5%BB%88%E5%A4%9A%E5%B1%A4,2021-08-17,土地註冊處資料：成交物業包括 G/F-4/F、A-B 5/F-6/F、15/F-16/F、20-21F，8個私家車車位，5個貨櫃車車位,17/8/2021,葵青區,2021,114.1192,22.3581,830330.3,824330.3
2021I023,青山公路 - 葵涌段543號瑞康工業大廈全幢（543 Castle Peak Road - Kwai Chung）,全幢,"14,463平方呎",4.98億港元,4.98,"147,000平方呎","3,388港元/平方呎","176,779平方呎","2,817港元/平方呎",葵涌,工業,29/7/1971,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I023.jpg,,,億京,市場消息,https://www.stheadline.com/property-live/2165741/%E5%84%84%E4%BA%AC%E7%91%9E%E5%BA%B7%E5%B7%A5%E6%A5%AD%E5%A4%A7%E5%BB%88%E7%94%B3%E9%87%8D%E5%BB%BA24%E5%B1%A4%E9%AB%98%E6%96%B0%E5%BC%8F%E5%B7%A5%E5%BB%88,2021-10-12,2021年7月成交,12/10/2021,葵青區,2021,114.1329,22.3691,831735.2,825548.4
2021I025,國瑞路45至51號Toppy Tower全幢（45-51 Kwok Shui Road）,全幢,,5.85億港元,5.85,"124,555平方呎","4,697港元/平方呎","162,500平方呎","3,600港元/平方呎",葵涌,工業,10/4/1974,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I025.jpg,,英皇國際,安樂工程集團旗下附屬公司,市場消息,https://www.hk01.com/%E8%B2%A1%E7%B6%93%E5%BF%AB%E8%A8%8A/691147/%E9%84%AD%E8%8B%A5%E9%A9%8A%E4%B8%88%E5%A4%AB%E6%97%97%E4%B8%8B%E5%AE%89%E6%A8%82%E5%B7%A5%E7%A8%8B-%E6%96%A55-58%E5%84%84%E5%90%91%E8%8B%B1%E7%9A%87%E5%9C%8B%E9%9A%9B%E8%B3%BC%E8%91%B5%E6%B6%8C%E5%85%A8%E5%B9%A2%E5%B7%A5%E5%BB%88,2021-10-21,,21/10/2021,葵青區,2021,114.134,22.3697,831850.7,825613.1
2021M011,安足街7號安蔭邨商業 /車位部分 一籃子物業（7 On Chuk Street）,大手,,5.35億港元,5.35,"40,889平方呎",,,,葵涌,商場或商鋪或基座商鋪,1994年,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021M011.jpg,,鄧成波家族,林子峰、陳秉志,市場消息,https://hk.news.yahoo.com/%E5%AE%89%E8%94%AD%E5%95%86%E5%A0%B4%E5%8F%8A%E7%9F%B3%E5%9C%8D%E8%A7%92%E5%95%86%E5%A0%B4%E9%80%A3%E9%99%84%E5%B1%AC%E5%81%9C%E8%BB%8A%E5%A0%B4%E6%B2%BD13%E5%84%84%E5%85%83-%E6%9E%97%E5%AD%90%E5%B3%B0%E5%8F%8A%E9%99%B3%E7%A7%89%E5%BF%97%E6%8E%A5%E8%B2%A8-100053786.html,2021-06-29,"1、安蔭商場及石圍角商場連附屬停車13億元合併成交；
2、安蔭商場附設停車場提供355個車位。",29/6/2021,葵青區,2021,114.1418,22.3711,832657.9,825772.3
2020I006,葵豐街47-51號全幢（47-51 Kwai Fung Crescent）,全幢,,3.25億港元,3.25,"65,062平方呎","4,995港元/平方呎",,,葵涌,工業,11/4/1980,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020I006.jpg,,安得利香港餐飲,HSBC,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/506280/%E6%BB%99%E6%8E%A73-25%E5%84%84%E8%B3%BC%E8%91%B5%E6%B6%8C%E8%91%B5%E8%B1%90%E8%A1%97%E5%85%A8%E5%B9%A2%E5%87%8D%E5%80%89,2020-08-03,,3/8/2020,葵青區,2020,114.1256,22.3558,830990.1,824075.2
2019I002,健康街15至23號泉基工業大廈一籃子工業物業 (62.5%業權)（ 15-23 Kin Hong Street  ）,大手,,5.5億港元,5.5,"143,981平方呎",,,,葵涌,工業,13/1/1977,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I002.jpg,,呂肇剛及盧芝蘭,鄧成波家族,市場消息,https://ps.hket.com/article/2245563,2019-01-08,市場消息：成交物業為葵涌健康街15至23號泉基工業大廈9全層樓面，分布於低、中、高各層，每層面積約1.6萬平方呎，另包括天台及12個車位。,8/1/2019,葵青區,2019,114.1298,22.3701,831414.9,825657.8
2019I016,打磚坪街57-61號中央工業大廈全幢（57-61 Ta Chuen Ping Street）,全幢,"24,336平方呎",10.8億港元,10.8,"173,296平方呎","6,232港元/平方呎","277,400平方呎","3,893港元/平方呎",葵涌,工業,4/11/1970,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I016.jpg,,興勝創建、招商局資本,鄧成波家族,市場消息,https://finance.mingpao.com/fin/dailyp/20190820/1566240368847/%E8%88%88%E5%8B%9D10-8%E5%84%84%E6%B2%BD%E4%B8%AD%E5%A4%AE%E5%B7%A5%E5%BB%88-%E5%B9%B4%E5%8D%8A%E5%8B%81%E8%B3%BA%E4%BA%94%E6%88%90,2019-08-20,,20/8/2019,葵青區,2019,114.1363,22.368,832087.8,825423.5
2019I020,大圓街2-10號美羅工業大廈全幢（2-10 Tai Yuen Street）,全幢,"20,070平方呎",8.8億港元,8.8,"195,680平方呎","4,497港元/平方呎","234,000平方呎","3,761港元/平方呎",葵涌,工業,26/4/1972,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I020.jpg,,美德置業,萬國數據,市場消息,https://paper.hket.com/article/2483131/%E8%91%B5%E6%B6%8C%E7%BE%8E%E7%BE%85%E5%B7%A5%E5%BB%881%E6%9C%9F%20%E5%85%A8%E5%B9%A28.8%E5%84%84%E6%B2%BD,2019-10-26, 市場消息：新活化政策，預計可申請增加樓面約2成，即可重建樓面達23萬平方呎。,26/10/2019,葵青區,2019,114.1359,22.3697,832050.6,825616.1
2019I022,華星街13-17號南華冷房大廈一籃子工業物業 (23% 業權)（3-17 Wah Sing Street）,大手,,1.18億港元,1.18,,,,,葵涌,工業,21/11/1969,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I022.jpg,,,金朝陽,市場消息,https://www1.hkej.com/dailynews/property/article/2292510/%E9%87%91%E6%9C%9D%E9%99%BD1.18%E5%84%84%E8%B3%BC%E8%91%B5%E6%B6%8C%E8%88%8A%E5%B7%A5%E5%BB%8823+,2019-11-02,,2/11/2019,葵青區,2019,114.1346,22.3639,831916.4,824971
2019P004,荔景山路272號荔灣花園172個車位（272 Lai King Hill Road）,大手,,1.11億港元,1.11,,,,,葵青,車位或停車場大廈,9/8/1977,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019P004.jpg,,恒隆地產,蔡伯能,市場消息,https://finance.mingpao.com/fin/instantp/20190620/1561022369737/%E3%80%90%E9%9B%86%E5%9C%98%E6%B2%BD%E8%B2%A8%E3%80%91%E6%81%92%E9%9A%861-11%E5%84%84%E6%B2%BD%E8%8D%94%E7%81%A3%E8%8A%B1%E5%9C%92%E8%BB%8A%E5%A0%B4,2019-06-20,每個車位平均作價約64.5萬,20/6/2019,葵青區,2019,114.136,22.3421,832058.2,822554.1
2024I004,大連排道45-51號金星工業大廈全幢（45-51 Tai Lin Pai Road）,全幢,"23,570平方呎",6.33億港元,6.33,,,"268,698平方呎","2,356港元/平方呎",葵涌,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024I004.jpg,,,,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/1035066/%E8%88%8A%E6%A8%93%E5%BC%B7%E6%8B%8D-%E8%B2%A1%E5%9C%98%E5%BA%95%E5%83%B96-3%E5%84%84%E7%B5%B1%E4%B8%80%E8%91%B5%E6%B6%8C%E9%87%91%E6%98%9F%E5%B7%A5%E6%A5%AD%E5%A4%A7%E5%BB%88%E6%A5%AD%E6%AC%8A,2024-07-05,強拍,5/7/2024,葵青區,2024,114.1341,22.3637,831864.4,824949
2024M002,青山公路荃灣段398號愉景新城基座商場及停車場（398 Castle Peak Road-Tsuen Wan）,大手,,40.2億港元,40.2,"630,000平方呎",,,,荃灣,商場或商鋪或基座商鋪,4/11/1997,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024M002.jpg,,新世界,華懋集團,市場消息,https://std.stheadline.com/daily/article/2575333/%E6%97%A5%E5%A0%B1-%E8%B2%A1%E7%B6%93-%E6%96%B0%E4%B8%96%E7%95%8C40%E5%84%84%E5%94%AE%E6%84%89%E6%99%AF%E6%96%B0%E5%9F%8E%E5%95%86%E5%A0%B4,2024-03-02,市場消息：總面積約63萬平方呎，包括46.6萬平方呎的商場部分，連同設有1000個車位的停車場,2/3/2024,荃灣區,2024,114.1116,22.3763,829545.5,826346.3
2023I006,大涌道22-28號合褔工業大廈全幢（22-28 Tai Chung Road）,全幢,"14,700平方呎",5.6億港元,5.6,"139,676平方呎","4,009港元/平方呎",,,荃灣,工業,2/7/1991,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023I006.jpg,,滙豐控股,黑石基金、儲存易迷你倉,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/970355/%E7%BE%8E%E8%B3%87%E5%9F%BA%E9%87%91%E9%BB%91%E7%9F%B3%E5%A4%A5%E6%8B%8D%E5%84%B2%E5%AD%98%E6%98%935-6%E5%84%84%E8%B3%BC%E8%8D%83%E7%81%A3%E5%B7%A5%E5%BB%88-%E8%BF%913%E5%B9%B4%E4%BA%94%E5%BA%A6%E5%85%A5%E5%B8%82%E5%85%B127%E5%84%84,2023-12-11,,11/12/2023,荃灣區,2023,114.1107,22.3738,829449.9,826074.9
2023M004,川龍街88號協和廣場地庫1層、地下至4樓一籃子單位及91個車位（88 Chuen Lung Street）,大手,,10億港元,10,"163,538平方呎",,,,荃灣,商場或商鋪或基座商鋪,18/12/2002,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2023M004.jpg,,太平協和,亞證地產,市場消息,https://std.stheadline.com/daily/article/2515031/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E8%8D%83%E7%81%A3%E5%8D%94%E5%92%8C%E5%BB%A3%E5%A0%B4%E9%8A%80%E4%B8%BB%E7%9B%A410%E5%84%84%E5%94%AE,2023-03-01,銀主盤,1/3/2023,荃灣區,2023,114.1153,22.3697,829924.2,825609.9
