唯一編碼,物業地址,全幢or大手,地盤面積,成交價,成交價(億港元),現樓面面積,現樓面呎價,可建樓面面積,重建呎價,地區,分類,入伙日期,照片,房間數目及每間售價,賣家,買家,資料來源,新聞連結,資料日期,備註,Date,地區_18區,數據年份,longitude_lands,latitude_lands,easting_lands,northing_lands
2022S013,土瓜灣道68A至70C號全幢（68A-70C To Kwa Wan Road）,全幢,"12,290平方呎",12.13億港元,12.13,,,"104,000平方呎","11,667港元/平方呎",土瓜灣,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022S013.jpg,,,恒地,EPRC及市場消息,https://std.stheadline.com/daily/article/2479603/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E5%9C%9F%E7%93%9C%E7%81%A3%E8%88%8A%E6%A8%93%E5%BC%B7%E6%8B%8D%E5%BA%95%E5%83%B9%E9%80%BE12%E5%84%84,2022-08-06,強拍,6/8/2022,九龍城區,2022,114.1891,22.316,837529.3,819669.3
2022S015,美善同道51至57號商住地盤（51-57 Maidstone Road）,大手,,4.62億港元,4.62,,,"40,950平方呎","11,282港元/平方呎",土瓜灣,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022S015.jpg,,MID CENTRAL LTD,PACIFIC LGHT DEV LTD,EPRC及市場消息,,2022-08-26,2021年年底成交，2022年登記註冊,26/8/2022,九龍城區,2022,114.1871,22.3183,837323.1,819919.9
2022S018,嘉林邊道28A及28B號全幢（28A&28B Grampian Road）,全幢,"10,070平方呎",4.04億港元,4.04,,,"50,350平方呎","8,029港元/平方呎",九龍城,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022S018.jpg,,,金楓集團有限公司,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/818050/%E8%88%8A%E6%A8%93%E5%BC%B7%E6%8B%8D-%E8%B2%A1%E5%9C%984%E5%84%84%E7%B5%B1%E4%B8%80%E4%B9%9D%E9%BE%8D%E5%9F%8E%E5%98%89%E6%9E%97%E9%82%8A%E9%81%9372%E5%B9%B4%E8%88%8A%E6%A8%93%E6%A5%AD%E6%AC%8A,2022-09-23,強拍,23/9/2022,九龍城區,2022,114.1867,22.3305,837284.9,821276.6
2022T001,文福道25號地皮（25 Man Fuk Road）,大手,"23,790平方呎",13.4億港元,13.4,"97,676平方呎","13,719港元/平方呎",,,何文田,其他（包括學校、戲院、農地等）,29/7/1971,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2022T001.jpg,,Stamford American School Hong Kong,Portland Commercial Limited,市場消息,https://std.stheadline.com/daily/article/2473851/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E8%B2%A1%E5%9C%9813-4%E5%84%84%E8%B3%BC%E4%BD%95%E6%96%87%E7%94%B0%E6%96%87%E7%A6%8F%E9%81%93%E5%9C%B0,2022-07-05,現狀為學校,5/7/2022,九龍城區,2022,114.1789,22.3192,836480.7,820020
2024I003,民樂街23號駿昇中心12樓全層（23 Man Lok Street）,大手,,2.1億港元,2.1,"40,300平方呎","5,211港元/平方呎",,,紅磡,工業,17/2/1992,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2024I003.jpg,,偉祿集團控股有限公司,美康,市場消息,https://std.stheadline.com/realtime/article/1997948/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E5%85%88%E6%96%BD%E7%B4%85%E7%A3%A1%E9%A7%BF%E6%98%87%E4%B8%AD%E5%BF%83%E5%85%A8%E5%B1%A42-1%E5%84%84%E6%B2%BD%E5%87%BA-%E7%94%B1%E9%9B%B6%E5%94%AE%E5%95%86%E6%89%BF%E6%8E%A5%E8%87%AA%E7%94%A8,2024-05-10,,10/5/2024,九龍城區,2024,114.1897,22.3092,837591.8,818909.3
2021I028,寶來街50號仁孚停車場大廈全幢（50 Po Loi Street）,全幢,"36,500平方呎",31.2億港元,31.2,"421,401平方呎","7,404港元/平方呎",,,紅磡,車位或停車場大廈,19/8/1980,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021I028.jpg,,怡和集團,領展,市場消息,https://hk.finance.yahoo.com/news/%E9%A0%98%E5%B1%95-00823-hk-%E5%88%86%E5%88%A5%E4%BB%A527%E5%84%84%E5%8F%8A31-2%E5%84%84%E5%85%83%E6%94%B6%E8%B3%BC%E6%9F%B4%E7%81%A3%E5%80%89%E5%BA%AB%E5%92%8C%E7%B4%85%E7%A3%A1%E5%81%9C%E8%BB%8A%E5%A0%B4%E5%A4%A7%E5%BB%88-043608905.html,2021-11-10,"市場消息：物業為13層高之綜合用途停車場大廈，總樓面面積約為421,401平方呎，
亦已重訂用作4S全方位汽車服務大樓，以及一個設有932個私人及公共泊車位之停車場。",10/11/2021,九龍城區,2021,114.1869,22.3056,837300.4,818518.5
2021M025,沐泰街11號尚•珒溋基地下及1樓（11 Muk Tai Street）,大手,,2.85億港元,2.85,"12,217平方呎","23,328港元/平方呎",,,啟德,商場或商鋪或基座商鋪,28/5/2021,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021M025.jpg,,合景泰富、龍湖集團,建華集團,EPRC及市場消息,https://www1.hkej.com/dailynews/property/article/2994500/%E5%B0%9A%EF%BC%8E%E7%8F%92%E6%BA%8B%E5%9F%BA%E5%BA%A7%E8%88%96+%E5%82%B3%E7%8D%B22.8%E5%84%84%E6%B4%BD%E8%B3%BC,2021-12-16,,16/12/2021,九龍城區,2021,114.199,22.3281,838545.9,821008.7
2021H001,寶其利街181號簡悅酒店‧紅磡全幢（181 Bulkeley Street）,全幢,,1.25億港元,1.25,"13,943平方呎","8,965港元/平方呎",,,紅磡,酒店,20/1/2017,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021H001.jpg,"房間數目:54
每間售價: $2,314,815",理想集團,邱詠賢,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/582421/%E5%90%8D%E4%BA%BA%E5%85%A5%E5%B8%82-%E5%B7%B2%E6%95%85%E5%AF%8C%E5%95%86%E9%82%B1%E5%BE%B7%E6%A0%B9%E5%AD%AB%E5%A5%B3%E9%82%B1%E8%A9%A0%E8%B3%A2-%E6%96%A51-25%E5%84%84%E8%B3%BC%E7%B4%85%E7%A3%A1%E9%85%92%E5%BA%97,2021-02-02,,2/2/2021,九龍城區,2021,114.1835,22.3083,836951.1,818820.3
2021H002,譚公道103至107號全幢酒店（103-107 Tam Kung Road）,全幢,"3,437平方呎",3.9億港元,3.9,"29,752平方呎","13,108港元/平方呎",,,九龍城,酒店,28/11/2018,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021H002.jpg,"房間數目:99
每間售價: $ 3,838,384",楊渭生,共居空間品牌Weave Living,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/657505/%E5%85%B1%E5%B1%85%E7%A9%BA%E9%96%93%E5%93%81%E7%89%8C3-9%E5%84%84%E8%B3%BC%E5%9C%9F%E7%93%9C%E7%81%A3%E8%AD%9A%E5%85%AC%E9%81%93%E9%85%92%E5%BA%97-%E5%9B%9B%E5%B9%B4%E6%96%A525%E5%84%84%E6%8A%95%E8%B3%876%E9%A0%85%E7%9B%AE,2021-07-30,,30/7/2021,九龍城區,2021,114.1888,22.3237,837497.6,820517.8
2021R004,龍崗道34號全幢（34 Lung Kong Road）,全幢,"1,100平方呎",0.4億港元,0.4,"3,100平方呎","12,742港元/平方呎","9,900平方呎","3,990港元/平方呎",九龍城,商住,22/6/1964,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021R004.jpg,,中電,,EPRC及市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/606781/%E4%B8%AD%E9%9B%BB3950%E8%90%AC%E6%B2%BD%E4%B9%9D%E9%BE%8D%E5%9F%8E%E9%BE%8D%E5%B4%97%E9%81%93%E5%85%A8%E5%B9%A2%E8%81%B7%E5%93%A1%E5%AE%BF%E8%88%8D,2021-03-31,市場消息：總實用面積約3100方呎,31/3/2021,九龍城區,2021,114.1906,22.33,837681.5,821213
2021R006,衙前塱道3至13號(約97%業權)（3-13 Nga Tsin Long Road）,大手,"7,030平方呎",6億港元,6,"33,000平方呎","18,182港元/平方呎","63,270平方呎","9,483港元/平方呎",九龍城,商住,1967年7月,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021R006.jpg,,鄧成波家族,遠洋集團,市場消息,https://paper.hket.com/article/2979790/%E4%B9%9D%E9%BE%8D%E5%9F%8E%E4%BD%8F%E5%AE%85%E5%9C%B0%E7%9B%A4%20%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F6%E5%84%84%E6%B2%BD,2021-06-11,現狀呎價及重建呎價根據97%業權價值計算,11/6/2021,九龍城區,2021,114.1891,22.3283,837524.6,821024.5
2021R013,曲街33號全幢（33 Cooke Street）,全幢,,0.62億港元,0.62,"7,502平方呎","8,238港元/平方呎",,,紅磡,商住,9/5/1964,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021R013.jpg,,LAU YEE TING,VIVID INVS LTD,EPRC,,2021-11-18,,18/11/2021,九龍城區,2021,114.1835,22.3078,836948.3,818762.6
2021R022,沙福道3號屋全幢（3 Suffolk Road）,全幢,,3.08億港元,3.08,"5,883平方呎(實用)","52,354港元/平方呎(實用)",,,九龍塘,住宅,8/8/1989,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021R022.jpg,,MANSION PRODUCTS LTD,MANSION DEV HK LTD,EPRC,,2021-11-25,,25/11/2021,九龍城區,2021,114.1785,22.3371,836430.9,822005.2
2021R023,施他佛道13號屋全幢（13 Stafford Road）,全幢,"5,166平方呎",1.9億港元,1.9,"3,804平方呎(實用)","49,947港元/平方呎(實用)",,,九龍塘,住宅,26/5/2011,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021R023.jpg,,,,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/706181/%E4%B9%9D%E9%BE%8D%E5%A1%98%E6%96%BD%E4%BB%96%E4%BD%9B%E9%81%93%E7%8D%A8%E7%AB%8B%E5%B1%8B%E5%82%B3%E4%BB%A51-9%E5%84%84%E6%98%93%E6%89%8B-%E5%91%8E%E5%94%AE5%E8%90%AC,2021-11-29,,29/11/2021,九龍城區,2021,114.1777,22.3314,836352.1,821370
2021S011,太子道西349號住宅地盤（349 Prince Edward Road West）,大手,"6,274平方呎",1.28億港元,1.28,,,"31,370平方呎","4,080港元/平方呎",九龍城,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021S011.jpg,,鄧成波家族,LEAD ENGINEERING LTD,EPRC及市場消息,https://www1.hkej.com/dailynews/property/article/2866710/%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F1.28%E5%84%84%E6%B2%BD%E4%B9%9D%E9%BE%8D%E5%9F%8E%E4%BD%8F%E5%AE%85%E5%9C%B0,2021-07-30,,30/7/2021,九龍城區,2021,114.1866,22.3269,837274.3,820880
2021S012,炮仗街41、43及45號住宅地盤（41-45 Pau Chung Street）,大手,"3,532平方呎",3.2億港元,3.2,,,"31,330平方呎","10,214港元/平方呎",土瓜灣,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021S012.jpg,,德祥地產,佳明集團,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/671730/%E4%BD%B3%E6%98%8E3-2%E5%84%84%E8%B3%BC%E5%9C%9F%E7%93%9C%E7%81%A3%E4%BD%8F%E5%AE%85%E5%9C%B0%E7%9B%A4-%E6%AF%8F%E5%91%8E%E5%9C%B0%E5%83%B91-02%E8%90%AC-%E6%9C%80%E5%BF%AB%E6%98%8E%E5%B9%B4%E4%B8%AD%E6%8E%A8%E5%94%AE,2021-09-02,,2/9/2021,九龍城區,2021,114.1886,22.3193,837480.3,820036.8
2021S014,新柳街2A-2B號與高山道26號全幢（2A-2B San Lau Street & 26 Ko Shan Road）,全幢,"1,910平方呎",1.36億港元,1.36,,,"17,190平方呎","7,912港元/平方呎",土瓜灣,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021S014.jpg,,,TKS Limited,市場消息,https://hk.news.yahoo.com/%E5%9C%9F%E7%93%9C%E7%81%A3%E6%96%B0%E6%9F%B3%E8%A1%97%E8%88%87%E9%AB%98%E5%B1%B1%E9%81%93%E7%89%A9%E6%A5%AD%E4%BB%A5%E5%BA%95%E5%83%B91-36%E5%84%84%E5%85%83%E5%94%AE%E5%87%BA-081331016.html,2021-09-24,強拍,24/9/2021,九龍城區,2021,114.1868,22.3122,837287.7,819251.2
2021S015,根德道20號全幢（20 Kent Road）,全幢,"10,866平方呎",2.5億港元,2.5,,,"6,520平方呎","38,344港元/平方呎",九龍城,地盤（包括強拍）,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021S015.jpg,,陳氏企業有限公司,第一集團,市場消息,https://std.stheadline.com/realtime/article/1763444/%E5%8D%B3%E6%99%82-%E5%9C%B0%E7%94%A2-%E7%AC%AC%E4%B8%80%E9%9B%86%E5%9C%982-5%E5%84%84%E8%B3%BC%E4%B9%9D%E9%BE%8D%E5%A1%98%E6%A0%B9%E5%BE%B7%E9%81%9320%E8%99%9F,2021-10-17,,17/10/2021,九龍城區,2021,114.1762,22.3396,836200.5,822283.8
2021J004,金巴倫道3號屋全幢（3 Cameron Road）,全幢,"12,500平方呎",1.68億港元,1.68,,,"7,479平方呎","22,490港元/平方呎",九龍塘,1960年及之前入伙舊樓,戰前建築,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021J004.jpg,,,邊陳之娟,EPRC及市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/598647/%E6%96%B9%E6%96%B9%E6%A8%82%E8%B6%A3%E5%B9%BC%E7%A8%9A%E5%9C%92%E5%89%B5%E8%BE%A6%E4%BA%BA%E8%BF%911-7%E5%84%84%E8%B3%BC%E4%B9%9D%E9%BE%8D%E5%A1%98%E9%87%91%E5%B7%B4%E5%80%AB%E9%81%93%E5%B1%8B%E5%9C%B0,2021-02-19,,19/2/2021,九龍城區,2021,114.1763,22.3273,836207.6,820924.3
2021J007,馬頭圍道191號全幢（191 Ma Tau Wai Road）,全幢,,0.25億港元,0.25,,,,,土瓜灣,1960年及之前入伙舊樓,8/6/1954,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021J007.jpg,,,,EPRC,,2021-05-18,,18/5/2021,九龍城區,2021,114.1878,22.3206,837389.8,820172
2021J009,聯合道2至16號舊樓地盤7成業權（2-16 Junction Road）,大手,"4,676平方呎",4億港元,4,,,"42,066平方呎","9,509港元/平方呎",九龍城,1960年及之前入伙舊樓,12/10/1949,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021J009.jpg,,鄧成波家族,,市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/642842/%E9%84%A7%E6%88%90%E6%B3%A2%E5%AE%B6%E6%97%8F4%E5%84%84%E6%B2%BD%E4%B9%9D%E9%BE%8D%E5%9F%8E%E8%81%AF%E5%90%88%E9%81%93%E8%88%8A%E6%A8%93%E5%9C%B0%E7%9B%A4-%E5%B1%AF%E9%96%80-%E7%B2%89%E5%B6%BA%E5%B7%A5%E5%BB%88%E4%BA%A6%E7%8D%B2%E6%B4%BD%E8%B3%BC,2021-06-26,,26/6/2021,九龍城區,2021,114.1871,22.328,837324.6,820991.5
2021J012,金巴倫道15號全幢（15 Cumberland Road）,全幢,"10,180平方呎",2億港元,2,,,"6,108平方呎","32,744港元/平方呎",九龍城,1960年及之前入伙舊樓,戰前建築,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021J012.jpg,,中國基督教播道會,林景文,市場消息,https://www1.hkej.com/dailynews/property/article/2922509/%E4%B9%9D%E9%BE%8D%E5%A1%98%E5%B1%8B%E5%9C%B02%E5%84%84%E6%88%90%E4%BA%A4,2021-09-25,,25/9/2021,九龍城區,2021,114.1768,22.3285,836261.3,821054.1
2021J013,窩打老道116號全幢（116 Waterloo Road）,全幢,"7,883平方呎",3.28億港元,3.28,,,"46,100平方呎","7,115港元/平方呎",何文田,1960年及之前入伙舊樓,7/2/1956,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021J013.jpg,,裕泰興集團,麗新發展,市場消息,https://finance.mingpao.com/fin/daily/20211006/1633459298973/%E9%BA%97%E5%B1%953-28%E5%84%84%E8%B3%BC%E7%AA%A9%E6%89%93%E8%80%81%E9%81%93116%E8%99%9F,2021-10-06,,6/10/2021,九龍城區,2021,114.1786,22.3248,836450.8,820638.1
2021J015,馬頭圍道284號全幢（284 Ma Tau Wai Road）,全幢,,0.57億港元,0.57,"6,000平方呎","9,507港元/平方呎",,,土瓜灣,1960年及之前入伙舊樓,25/11/1954,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021J015.jpg,,SILVERSTORE DEVELOPMENT LTD,,EPRC,,2021-11-29,,29/11/2021,九龍城區,2021,114.1874,22.3159,837351.9,819652.8
2021J017,衙前圍道55號全幢（55 Nga Tsin Wai Road）,全幢,"8,092平方呎",1.95億港元,1.95,,,"24,000平方呎","8,125港元/平方呎",九龍城,1960年及之前入伙舊樓,1951年,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2021J017.jpg,,羅啟義,美亨實業與KLT II Holdings（BVI）L.P.合營公司,市場消息,https://std.stheadline.com/daily/article/2427339/%E6%97%A5%E5%A0%B1-%E5%9C%B0%E7%94%A2-%E7%BE%8E%E4%BA%A81-95%E5%84%84%E8%B3%BC%E4%B9%9D%E9%BE%8D%E5%9F%8E%E8%88%8A%E6%A8%93,2021-12-18,,18/12/2021,九龍城區,2021,114.1853,22.3287,837137.8,821070.1
2020I009,旭日街21號聯合報大廈全幢（21 Yuk Yat Street）,全幢,"5,800平方呎",3.1億港元,3.1,"62,577平方呎","4,954港元/平方呎",,,土瓜灣,工業,13/6/1995,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020I009.jpg,,台灣聯合報,興業國際,市場消息,https://finance.mingpao.com/fin/instantf/20201208/1607423251542/%E8%88%88%E6%A5%AD%E5%9C%8B%E9%9A%9B3%E5%84%84%E6%8A%95%E5%BE%97%E5%9C%9F%E7%93%9C%E7%81%A3%E8%81%AF%E5%90%88%E5%A0%B1%E5%A4%A7%E5%BB%88,2020-12-08,,8/12/2020,九龍城區,2020,114.1921,22.3168,837840.8,819756.2
2020M008,沐寧街10號啟德OASIS Place商場（10 Muk Ning Street）,大手,,2億港元,2,"10,000平方呎","20,000港元/平方呎",,,啟德,商場或商鋪或基座商鋪,21/12/2018,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020M008.jpg,,會德豐,Supreme Idea Investment Limited,市場消息,https://hk.on.cc/hk/bkn/cnt/finance/20200914/bkn-20200914181404930-0914_00842_001.html,2020-09-14,,14/9/2020,九龍城區,2020,114.1999,22.3285,838644.9,821055.8
2020M009,旭日街9號港圖灣地下及1樓及9個車位（9 Yuk Yat Street）,大手,,0.68億港元,0.68,"6,836平方呎",,,,土瓜灣,商場或商鋪或基座商鋪,30/10/2012,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020M009.jpg,,嘉里,啟東電綫電纜的于氏家族,EPRC及市場消息,https://paper.hket.com/article/2752643/%E6%B0%91%E7%94%9F%E5%8D%80%E4%BD%8F%E5%AE%85%E9%A0%85%E7%9B%AE%E5%95%86%E8%88%96%20%E7%99%BC%E5%B1%95%E5%95%86%E5%8A%9B%E6%8E%A8?mtc=40001&srkw=%E6%B8%AF%E5%9C%96%E7%81%A3,2020-09-15,,15/9/2020,九龍城區,2020,114.1914,22.3159,837760.2,819661.1
2020M011,北帝街38號 Downtown 38 基座商場地下至二樓，附有4個私家車位及一個電單車位（38 Pak Tai Street）,大手,,3億港元,3,"20,921平方呎",,,,九龍城,商場或商鋪或基座商鋪,12/7/2019,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020M011.jpg,,新地、市區重建局,占耀投資有限公司(黃子聰、黃雁威、黃雁雄及黃雁敏),市場消息,https://www.hk01.com/%E5%9C%B0%E7%94%A2%E6%A8%93%E5%B8%82/547389/%E6%96%B0%E5%9C%B03%E5%84%84%E6%B2%BDdowntown-38%E5%9F%BA%E5%BA%A7%E5%95%86%E5%A0%B4-%E8%BC%83%E6%84%8F%E5%90%91%E5%83%B9%E4%BD%8E1%E5%84%84,2020-11-11,"市場消息：商場總建築面積約20,921平方呎連平台約403平方呎，附有4個私家車位及一個電單車位",11/11/2020,九龍城區,2020,114.1885,22.321,837461.6,820216.7
2020M012,九龍城道6-8號及浙江街44號津匯商業部分、商業私家車位(N1-N5)及商業電單車車位(M1)（6-8 Kowloon City Road & 44 Chi Kiang Street）,大手,,2.72億港元,2.72,"15,442平方呎",,,,九龍城,商場或商鋪或基座商鋪,25/5/2017,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020M012.jpg,,其士國際、寶聲集團、市區重建局,Rosy Value Ltd,EPRC,,2020-12-02,,2/12/2020,九龍城區,2020,114.1882,22.3157,837431.3,819638.1
2020R001,新柳街2C號高山居全幢（2C San Lau Street）,全幢,"1,768平方呎",1.75億港元,1.75,"13,240平方呎","13,218港元/平方呎",,,紅磡,商住,26/1/2004,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020R001.jpg,,蔣麗苑,TKS投資集團,市場消息,https://www1.hkej.com/dailynews/property/article/2365999/%E8%94%A3%E9%BA%97%E8%8B%911.75%E5%84%84%E6%B2%BD%E7%B4%85%E7%A3%A1%E9%AB%98%E5%B1%B1%E5%B1%85,2020-02-01,,1/2/2020,九龍城區,2020,114.1868,22.3122,837291,819250.6
2020R012,約道3號屋全幢（3 York Road）,全幢,"6,113平方呎",1.9億港元,1.9,,,"3,668平方呎","51,799港元/平方呎",九龍塘,住宅,,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020R012.jpg,,梁國邦,黃志深,市場消息,https://www2.hkej.com/property/article/id/2380374/%E7%B4%84%E9%81%933%E8%99%9F%E5%B1%8B%E5%9C%B01.9%E5%84%84%E8%9D%95%E4%BD%BF%E8%B2%BB%E9%9B%A2%E5%A0%B4,2020-02-18,,18/2/2020,九龍城區,2020,114.1783,22.3347,836417.6,821733.2
2020R013,延文禮士道38號賢文禮士C號屋全幢（38 Inverness Road）,全幢,,1.32億港元,1.32,"3,452平方呎(實用)","38,268港元/平方呎(實用)",,,九龍塘,住宅,18/3/2016,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020R013.jpg,,華懋集團,羅啟邦,市場消息,https://ps.hket.com/article/2575164/%E5%85%A8%E6%B8%AF%E6%96%B0%E7%9B%A4%E6%9A%AB%E5%94%AE5%E4%BC%99%20%E8%B3%A2%E6%96%87%E7%A6%AE%E5%A3%AB%E7%8D%A8%E7%AB%8B%E5%B1%8B%E9%80%BE1.32%E5%84%84%E5%94%AE?mtc=40001&srkw=%E8%B3%A2%E6%96%87%E7%A6%AE%E5%A3%AB,2020-02-26,一手成交,26/2/2020,九龍城區,2020,114.1861,22.3336,837215.1,821613.5
2020R020,多實街2號及4號屋全幢（2-4 Dorset Crescent）,全幢,"20,319平方呎",7億港元,7,"12,191平方呎(實用)","57,419港元/平方呎(實用)",,,九龍塘,住宅,18/12/2019,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020R020.jpg,,約克創辦人馮氏家族或有關人士,,市場消息,https://ps.hket.com/article/2725894/%E3%80%90%E8%B3%A3%E6%A8%93%E5%A5%97%E7%8F%BE%E3%80%91%E6%95%99%E8%82%B2%E6%A9%9F%E6%A7%8B%E7%B4%84%E5%85%8B%E5%89%B5%E8%BE%A6%E4%BA%BA%20%E5%82%B37%E5%84%84%E6%B2%BD%E4%B9%9D%E9%BE%8D%E5%A1%98%E5%B1%8B%E5%9C%B0,2020-08-16,,16/8/2020,九龍城區,2020,114.1783,22.3388,836419.3,822192.6
2020J011,北帝街105A號全幢（105A Pak Tai Street）,全幢,,0.51億港元,0.51,"4,178平方呎","12,231港元/平方呎",,,土瓜灣,1960年及之前入伙舊樓,11/6/1954,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2020J011.jpg,,,武夷集團,市場消息,https://www1.hkej.com/dailynews/property/article/2593332/%E5%85%A7%E6%88%BF%E6%AD%A6%E5%A4%B75110%E8%90%AC%E8%B3%BC%E5%9C%9F%E7%93%9C%E7%81%A3%E5%85%A8%E5%B9%A2%E8%88%8A%E6%A8%93,2020-09-28,,28/9/2020,九龍城區,2020,114.189,22.3227,837514.7,820404
2019I004,木廠街9號全幢（9 Mok Cheong Street）,全幢,"11,750平方呎",2.5億港元,2.5,"21,818平方呎","11,458港元/平方呎",,,土瓜灣,1960年及之前入伙舊樓,前面部分入伙日期為1954年9月6日，後面部分入伙日期為1958年2月10日,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019I004.jpg,,黃樹烈,輝業發展有限公司,市場消息,https://www1.hkej.com/dailynews/property/article/2066812/%E6%9C%A8%E5%BB%A0%E8%A1%97%E5%85%A8%E5%B9%A22.5%E5%84%84%E6%B2%BD++%E5%B7%A5%E5%BB%8841%E5%B9%B4%E5%8D%87%E5%80%BC124%E5%80%8D,2019-02-25,市場消息：由於項目位處综合發展區範圍，可發展住宅總面積上限為673826方呎，非住宅約135088方呎。,25/2/2019,九龍城區,2019,114.1927,22.3222,837903.3,820352.5
2019R036,歌和老街14號翠亨園 (約90%業權)（14 Cornwall Street）,大手,"13,982平方呎",5.73億港元,5.73,,,"29,362平方呎","19,515港元/平方呎",九龍塘,住宅,1966年,G:\ISYR2\Research\13_物業資訊與GIS應用\大手成交\現狀照片\已調整尺寸\2019R036.jpg,,,邱騰達或相關人士,市場消息,https://finance.mingpao.com/fin/instantp/20190327/1553674335078/%E9%82%B1%E9%A8%B0%E8%8F%AF%E8%83%9E%E5%BC%9F%E6%88%96%E7%9B%B8%E9%97%9C%E4%BA%BA%E5%A3%AB5-7%E5%84%84-%E8%B3%BC%E4%B9%9D%E9%BE%8D%E5%A1%98%E7%BF%A0%E4%BA%A8%E5%9C%92%E5%A4%9A%E6%95%B8%E6%A5%AD%E6%AC%8A,2019-03-27,重建呎價根據90%業權價值計算,27/3/2019,九龍城區,2019,114.1756,22.3404,836138.7,822371.7
